task_description,task_category,task_required_skill,employer_id,employer_skill,match
" This t@sk involves improving @ d@t@ science @pp. Skills needed:  python , NumPy, scikit-le@rn, sql. ",Data Sci3nc3," python , NumPy, scikit-learn, sql",8bbfd1e7-7626-1306-4acb-b05be3fb0bca,"c++, fir3walls,  HTML , @ws ,  PENETR@TION TESTING",0
"This task involv3s t3sting a cyb3rs3curity app. Skills n33d3d:  p3n3tration t3sting, SIEM.",Cyb3rs3curity," p3n3tration t3sting, SIEM",ef61cc51-1d87-ee4f-c57b-f900574335f0,"firewalls,  networking , HTML,  pandas , JAVA",0
"THIS TASK INVOLVES DESIGNING A CYBERSECURITY APP. SKILLS NEEDED: ENCRYPTION, SIEM,   P3N3TR@TION T3STING .",Cybersecurity,"EncryptioN, SIEM,   P3N3TR@TION T3STING ",40998071-0665-cf2a-99ee-63a61de9d7c0,"re@ct n@tive, javaScript, kubernetes,  BLENDER , Unre@l Engine",0
"This task involves improving a cybersecurity app. Skills needed: SIEM, FIREWALLS.",Cyb3rs3curity,"SIEM, FIREWALLS",afd5fbbe-a749-02ab-a117-d0f1d2781502,"NETWORKING,  terraform,  aws  , kubernetes, SIEM",0
"This task involves designing a data science app. Skills needed:  PYTHON , pandas, scikit-l3@rn.",D@T@ SCIENCE," PYTHON , pandas, scikit-l3@rn",6a2512c9-eedf-bb80-71b4-b615be0aefa3," SIEM , firewalls, react native, FLUTTER ,  EncryptioN ",0
"THIS TASK INVOLV3S T3STING A CYB3RS3CURITY APP. SKILLS N33D3D: ENCRYPTION,  P3N3TRATION T3STING, NETWORKING.",Cybersecurity,"ENCRYPTION,  penetration testing, NETWORKING",e49e8bfc-7931-8144-e894-ddc4c574d456,"networking, EncryptioN, C#",1
" THIS T@SK INVOLVES DESIGNING @ MOBILE DEVELOPMENT @PP. SKILLS NEEDED: J@V@, REACT NATIVE,  SWIFT ,   KOTLIN . ",MOBILE DEVELOPMENT,"Java, REACT NATIVE,  Swift ,   kotlin ",33fa6c57-24b6-0c52-97b3-a17e5e84ba97,"FLUTTER , SQL, javaScript",0
"THIS TASK INVOLVES TESTING A CYBERSECURITY APP. SKILLS NEEDED:  PENETRATION TESTING,  FIR3WALLS , ENCRYPTION.", Cybersecurity ," penetration testing,  fir3walls , EncryptioN",f496b5a2-6718-f986-7608-a9bceb2065f1,"docker,  Flutter  ,  UNREAL ENGINE , EncryptioN",0
"This task involv3s d3v3loping a mobil3 d3v3lopm3nt app. Skills n33d3d:  kotlin,  Flutt3r  , Java, SWIFT.",Mobile Development," kotlin,  Flutter  , Java, SWIFT",653849c6-defb-da34-7b75-330e320a3f55,"docker,  SIEM , scikit-learn, networking, CI/CD",0
"THIS TASK INVOLVES DEVELOPING A DATA SCIENCE APP. SKILLS NEEDED: SQL, NUMPY,  PYTHON .",Data Science,"sql, NUMPY,  PYTHON ",8e60d30b-1cbb-2784-fa46-4da5189764a4,"aws , Unreal Engine, SWIFT",0
"This t@sk involves improving @ mobile development @pp. Skills needed: REACT NATIVE, FLUTT3R , J@v@.",Mobile Development,"REACT NATIVE, FLUTT3R , Java",fd7f700d-e849-3ad3-ca92-9636ebc70651,"NOD3.JS, j@v@Script, python,  sql ",0
"THIS TASK INVOLVES DESIGNING A WEB DEVELOPMENT APP. SKILLS NEEDED: JAVASCRIPT, REACT.",Web Development,"javaScript, react",54cfaaf8-4c76-678c-ab9e-ea2af0b0545b,"CI/CD, Css, docker",0
"THIS T@SK INVOLV3S IMPROVING @ W3B D3V3LOPM3NT @PP. SKILLS N33D3D:  CSS ,  REACT .",W3b D3v3lopm3nt," Css ,  REACT ",3b0bdf6c-72ea-050e-913d-f78dbe9c1651,"python,  PANDAS , sql",0
"This task involv3s t3sting a cyb3rs3curity app. Skills n33d3d:  p3n3tration t3sting, SIEM,  EncryptioN , NETWORKING.",Cybersecurity," p3n3tration t3sting, SIEM,  EncryptioN , NETWORKING",4ba2aff4-c3f1-efb1-e59f-c094fea7d3df," J@V@SCRIPT , firew@lls,  terraform, networking, Unr3@l Engin3",0
"This task involv3s improving a cyb3rs3curity app. Skills n33d3d: SIEM, n3tworking.",Cyb3rs3curity,"SIEM, networking",f47135f0-487b-d864-6f00-f4a657bc8533," P3N3TR@TION T3STING,  kotlin,  Unre@l Engine ",0
"This t@sk involv3s d3v3loping @ g@m3 d3v3lopm3nt @pp. Skills n33d3d: C#, c++.",Game Development,"C#, c++",2aedf9a4-0f9f-5263-dd7b-3bb41b4a670a,"sql, CI/CD,  t3rraform",0
"This t@sk involves designing @ cybersecurity @pp. Skills needed: SIEM,   PENETRATION TESTING ,  ENCRYPTION , networking.",Cybersecurity,"SIEM,   PENETRATION TESTING ,  ENCRYPTION , networking",83656203-8e14-1f44-4687-15d216c7278a,"aws ,  NUMPY ,  docker ",0
"This t@sk involves developing @ mobile development @pp. Skills needed: Swift, Flutter ,  J@v@ .",Mobile Development,"Swift, Flutter ,  Java ",9ad803e1-cf85-a7f6-bcfb-324bdbe96d05,"aws , Unreal Engine, dock3r,  HTML ",0
"This task involves improving a cybersecurity app. Skills needed: EncryptioN, FIR3WALLS.",Cyb3rs3curity,"EncryptioN, FIR3WALLS",afdedea8-0d16-e088-dc17-c2f06f96269c,"Unreal Engine,  EncryptioN ,  NETWORKING , sql",0
"This task involves designing a cybersecurity app. Skills needed: fir3walls,   penetr@tion testing .",Cyb3rs3curity,"fir3walls,   penetr@tion testing ",15f35ed6-65c1-0588-5580-9ce57ce745c9,"C#, HTML, dock3r, NUMPY, kubernetes",0
"This task involves improving a devops app. Skills needed:  t3rraform, kubernetes.",D3VOPS," t3rraform, kubernetes",68fcc1b6-1de3-bc13-f331-7a6ce2ea38a8," python , BLENDER,  terraform,   kotlin , kub3rn3t3s",1
" This task involves improving a cybersecurity app. Skills needed: networking, EncryptioN. ",Cybersecurity,"networking, EncryptioN",b76aa990-c2d8-fca1-bc6f-b4fd30d39320,"  T3RRAFORM , CI/CD, networking, react",0
"This task involv3s t3sting a w3b d3v3lopm3nt app. Skills n33d3d: javaScript, Css, html.",WEB DEVELOPMENT,"javaScript, Css, html",8386ba40-55b4-9fe2-4cb4-b1c1dadc7ef9,"CI/CD,  SIEM , sql, J@v@, J@V@SCRIPT",0
"This t@sk involves testing @ devops @pp. Skills needed:   TERRAFORM , kub3rn3t3s.",DevOps,"  TERRAFORM , kub3rn3t3s",898e0fdd-f3d0-5f53-b629-5f3d0f9eb40c," blender ,  dock3r , SWIFT",0
"This task involves designing a mobile development app. Skills needed: react native,  Flutter  , Java.",MOBILE DEVELOPMENT,"react native,  Flutter  , Java",0a3afc3f-dff5-ff35-e03c-1187dabde514,"HTML,  SCIKIT-L3ARN , DOCKER, NUMPY,  terraform",0
"This task involv3s improving a gam3 d3v3lopm3nt app. Skills n33d3d: UNREAL ENGINE,  UNITY .",Game Development,"UNREAL ENGINE,  UNITY ",af3c978f-ae97-ad46-831e-0bfb8a44cf05,"Unity, kubernetes, networking,  KOTLIN",0
"THIS TASK INVOLVES TESTING A GAME DEVELOPMENT APP. SKILLS NEEDED:  C# ,  BLENDER .",Game Development," C# ,  blender ",94528a7d-9b4c-eb6c-1352-57cbe8918887,"pandas, SIEM, node.Js, react native, javaScript",0
"This t@sk involves designing @ cybersecurity @pp. Skills needed:  penetr@tion testing, N3TWORKING, SIEM, EncryptioN.",Cybersecurity," penetration testing, N3TWORKING, SIEM, EncryptioN",7ad162cf-1efa-7386-fdb6-2a6baad52ade,"networking,  aws  , C#, CI/CD",0
"THIS T@SK INVOLVES DEVELOPING @ MOBILE DEVELOPMENT @PP. SKILLS NEEDED: FLUTT3R , R3@CT N@TIV3.", Mobil3 D3v3lopm3nt ,"FLUTT3R , r3act nativ3",495f6346-b29c-391e-cf28-b0c4fa6dd0b3," Css , html, EncryptioN",0
" This t@sk involves testing @ devops @pp. Skills needed: CI/CD,  docker . ", D3vOps ,"CI/CD,  docker ",f5a6f6ac-5add-263a-c33b-919e717d9170,"html,  node.Js , r3@ct,  C# , scikit-le@rn",0
"This t@sk involves testing @ d@t@ science @pp. Skills needed: sql, SCIKIT-LE@RN, PYTHON, p@nd@s.", DATA SCIENCE ,"sql, SCIKIT-LE@RN, PYTHON, pandas",61533eb6-da75-b2bd-0b46-dfdc7c0e2887,"Flutter ,  SWIFT , scikit-learn, Unreal Engine",0
" This t@sk involv3s d3signing @ w3b d3v3lopm3nt @pp. Skills n33d3d: HTML, NODE.JS. ",W3B D3V3LOPM3NT,"HTML, NODE.JS",01e8313e-25cc-7b67-4293-986eddbcacd6,"firewalls, re@ct, J@v@, UNITY, NODE.JS",0
"This task involv3s d3signing a data sci3nc3 app. Skills n33d3d: PYTHON,  p@nd@s , sql.", D@t@ Science ,"PYTHON,  p@nd@s , sql",917f113d-af9f-80c3-49ac-dad479364f0e,"UNREAL ENGINE, html, c++, C#,  pandas ",0
"This task involves testing a game development app. Skills needed: C#,  Unity .",Game Development,"C#,  Unity ",a630bcfb-ecf2-9922-8c05-f35310edc637," pandas , scikit-l3arn,  kotlin,  c++ ",0
"THIS TASK INVOLVES IMPROVING A DEVOPS APP. SKILLS NEEDED:   TERR@FORM , KUBERNETES.",DEVOPS,"  TERR@FORM , kubernetes",d5a5599d-46d6-3d96-1574-11b7f397716b," terraform,  sql , HTML, NODE.JS",0
" THIS T@SK INVOLVES DEVELOPING @ WEB DEVELOPMENT @PP. SKILLS NEEDED: RE@CT, CSS, J@V@SCRIPT, HTML. ", Web Development ,"react, Css, javaScript, html",0ccc302c-8c70-327d-4780-da8408ae4be2,"dock3r, firew@lls,  react native ,  UNRE@L ENGINE , node.Js",0
"THIS T@SK INVOLVES IMPROVING @ CYBERSECURITY @PP. SKILLS NEEDED: FIREW@LLS, SIEM.",Cyb3rs3curity,"firew@lls, SIEM",ad9176cd-2888-d5e8-a555-c707820f8e8d,"  PENETRATION TESTING , Flutt3r , javaScript",0
"THIS T@SK INVOLVES TESTING @ CYBERSECURITY @PP. SKILLS NEEDED:  PENETR@TION TESTING, FIREWALLS.",CYBERSECURITY," PENETR@TION TESTING, FIREWALLS",686e2ddd-9436-3744-12c5-c6c8e7651617,"docker,  KUBERNETES , r3act nativ3",0
"This task involves testing a data science app. Skills needed: python, sql.", D@T@ SCIENCE ,"python, sql",ac9157c9-8de6-bf16-4de8-b19b841440d3,"CSS, c++, docker",0
"THIS T@SK INVOLVES TESTING @ MOBILE DEVELOPMENT @PP. SKILLS NEEDED:  FLUTTER  , J@V@,   KOTLIN .",Mobil3 D3v3lopm3nt," Flutter  , Java,   kotlin ",228bfb19-4ca0-9806-8429-eecd1a4dd956,"CSS, C#, python, KUBERNETES,  REACT NATIVE ",0
"THIS T@SK INVOLV3S T3STING @ CYB3RS3CURITY @PP. SKILLS N33D3D: FIR3W@LLS,   P3N3TR@TION T3STING , ENCRYPTION.", Cybersecurity ,"firewalls,   p3n3tr@tion t3sting , EncryptioN",535588ca-0fe5-0f33-13b5-53531971a6a3,"P@ND@S, NumPy, SIEM,  Unity ,  react ",0
"THIS TASK INVOLVES TESTING A WEB DEVELOPMENT APP. SKILLS NEEDED:  CSS , HTML, J@V@SCRIPT, NODE.JS.",Web Development," Css , html, j@v@Script, node.Js",1e57a68b-49d6-150a-e58e-7c4229532045,"firewalls,  KOTLIN, PYTHON, SCIKIT-L3@RN",0
"THIS TASK INVOLVES DEVELOPING A DEVOPS APP. SKILLS NEEDED:  DOCK3R , KUB3RN3T3S,   TERRAFORM , @WS .",D3vOps," dock3r , kub3rn3t3s,   TERRAFORM , @WS ",444f3374-9f80-b862-8c5b-3bc6bed0a882," sql , node.Js, Unre@l Engine, aws ,  fir3w@lls ",0
"THIS T@SK INVOLVES IMPROVING @ G@ME DEVELOPMENT @PP. SKILLS NEEDED: UNR3AL ENGIN3,  BLENDER .",G@ME DEVELOPMENT,"UNR3AL ENGIN3,  blender ",3eabafdf-065b-3c55-7f72-325ab7c8d475," p3n3tration t3sting, SCIKIT-LEARN, CSS,  SWIFT ",0
"This task involves designing a devops app. Skills needed:  T3RRAFORM,  DOCKER , KUBERNETES.",DEVOPS," T3RRAFORM,  DOCKER , KUBERNETES",46c6c3ef-29fc-07b2-c52e-8afad99043ab,"NETWORKING, c++, CSS,  NumPy ,  python ",0
"This task involves developing a web development app. Skills needed: re@ct, html, j@v@Script.",W3B D3V3LOPM3NT,"re@ct, html, j@v@Script",738b2cdb-a555-2aa8-b9d2-c629ae58a886,"NUMPY, docker,  t3rraform,  REACT , Java",0
"This t@sk involves developing @ d@t@ science @pp. Skills needed: python,  NumPy ,  PANDAS .",Data Science,"python,  NumPy ,  PANDAS ",c8dcd436-c2b1-305c-c726-3c4943821c28," node.Js , EncryptioN, Swift, r3act nativ3, CI/CD",0
"THIS TASK INVOLV3S D3V3LOPING A DATA SCI3NC3 APP. SKILLS N33D3D: SCIKIT-L3@RN, SQL, NUMPY.",Data Science,"scikit-l3@rn, SQL, NumPy",396c1508-746a-dedf-2ea7-f06ca57cd1cf,"Swift, EncryptioN, networking",0
"This task involves improving a devops app. Skills needed:  terraform, KUB3RN3T3S, DOCKER, @ws .",DEVOPS," terraform, KUB3RN3T3S, DOCKER, @ws ",886ad9f5-3cd8-ad56-28a8-236cf3b82089,"python, html,  KOTLIN, EncryptioN",0
"This task involves testing a mobile development app. Skills needed: JAVA, react native.",Mobil3 D3v3lopm3nt,"JAVA, react native",f12faa76-a7c5-8cfb-2409-549d3b4a5e37,"html, KUBERNETES,  docker , CI/CD, aws ",0
"This task involves designing a cybersecurity app. Skills needed: SIEM,  EncryptioN , n3tworking, firewalls.",CYB3RS3CURITY,"SIEM,  EncryptioN , n3tworking, firewalls",62136da8-0d70-6afc-d847-1d081f846816,"re@ct n@tive,  CI/CD , SIEM, re@ct, sql",0
" This task involv3s improving a w3b d3v3lopm3nt app. Skills n33d3d:  javaScript , Css. ", W3B D3V3LOPM3NT ," javaScript , Css",ff8a3a56-1158-90ac-51d7-b46aba640b7d,"SIEM, KUBERNETES, pandas, SCIKIT-LEARN, fir3walls",0
"This task involves developing a cybersecurity app. Skills needed:  penetration testing, firewalls,  EncryptioN .",Cyb3rs3curity," penetration testing, firewalls,  EncryptioN ",e4145d93-3436-e54c-9833-73ea21547429,"python, Swift, CI/CD, N3TWORKING",0
"This task involv3s t3sting a w3b d3v3lopm3nt app. Skills n33d3d: r3act, CSS, javaScript.",W3b D3v3lopm3nt,"r3act, CSS, javaScript",f5c7994b-8f03-6abe-c4af-c7903fecb5ce,"Unity,  Java , C#, dock3r",0
"THIS TASK INVOLVES DESIGNING A DEVOPS APP. SKILLS NEEDED: KUB3RN3T3S, CI/CD.",DevOps,"kub3rn3t3s, CI/CD",f6919a8a-c259-ac89-bd9e-9717e20e45d1,"R3ACT NATIV3, JAVA, SIEM",0
"This t@sk involves developing @ web development @pp. Skills needed: nod3.Js, r3@ct.",W3b D3v3lopm3nt,"nod3.Js, r3act",5c6382d1-856f-4317-c36f-094a3292cca5,"Css, node.Js, FLUTT3R , C#,  kotlin",0
" This task involv3s improving a gam3 d3v3lopm3nt app. Skills n33d3d: UNR3@L ENGIN3, Unity. ",GAM3 D3V3LOPM3NT,"UNR3@L ENGIN3, Unity",184d9773-7eba-e08c-f78e-74ad7d4606b6,"CI/CD, SIEM, PANDAS, DOCKER,  Swift ",0
"This task involv3s d3v3loping a d3vops app. Skills n33d3d: aws ,  CI/CD ,  t3rraform, KUBERNETES.",DevOps,"aws ,  CI/CD ,  t3rraform, KUBERNETES",79da248f-25dc-68f1-39ab-c4b20943d47e,"P@ND@S, node.Js, EncryptioN, UNR3@L ENGIN3,  penetration testing",0
" This task involves improving a data science app. Skills needed: python,  SQL ,  SCIKIT-LEARN . ",Data Science,"python,  SQL ,  SCIKIT-LEARN ",9f472b6b-7444-e7e0-5bec-903215d22c4f,"kubernetes,  terraform,  UNRE@L ENGINE ",0
"THIS T@SK INVOLVES TESTING @ D@T@ SCIENCE @PP. SKILLS NEEDED: PANDAS,  SQL , NUMPY.",D@T@ SCIENCE,"PANDAS,  SQL , NumPy",850ca006-759e-4c9d-a0f5-6403e1c7ef1b,"SIEM, nod3.Js, C++, CI/CD",0
"This task involves improving a web development app. Skills needed: nod3.Js,  Css ,  react .",Web Development,"nod3.Js,  Css ,  react ",c3fc9dd2-f949-5846-92e8-9b4d97b35488,"scikit-l3arn, SIEM, Css, Flutter , C#",0
"This task involves testing a game development app. Skills needed:  C# ,  c++ ,  blender .",Game Development," C# ,  c++ ,  blender ",59d18dd6-b111-a3f9-0434-e49bdd654ea5,"c++, PANDAS,  Css , r3act nativ3,  t3rr@form",0
"THIS TASK INVOLVES DESIGNING A MOBILE DEVELOPMENT APP. SKILLS NEEDED:  JAVA , REACT NATIVE,  KOTLIN.", Mobile Development ," JAVA , react native,  KOTLIN",ce0a9708-77fe-8ad8-6f63-fa1dc98871c8,"EncryptioN,  HTML ,  KOTLIN, SIEM",0
" THIS TASK INVOLV3S D3V3LOPING A DATA SCI3NC3 APP. SKILLS N33D3D: NUMPY, SCIKIT-L3ARN,  SQL , PANDAS. ",DATA SCIENCE,"NumPy, scikit-l3arn,  sql , pandas",707f90ef-ffbc-9c8b-a594-25b10f7899bc," aws  , Css, NUMPY, kubernetes",0
" This task involves improving a data science app. Skills needed: SQL,  NUMPY ,  PYTHON . ",Data Science,"SQL,  NUMPY ,  PYTHON ",1233b73c-5518-f00d-7439-d0f49dee67d2," KOTLIN, REACT NATIVE,  FIR3WALLS ",0
" This task involves developing a cybersecurity app. Skills needed:  PENETR@TION TESTING, fir3w@lls, SIEM, ENCRYPTION. ",Cyb3rs3curity," PENETR@TION TESTING, fir3w@lls, SIEM, ENCRYPTION",8ddd042a-3426-36e5-13e3-7646273c4f2e,"react, SQL, scikit-l3@rn, docker, n3tworking",0
"This task involves testing a cybersecurity app. Skills needed:  SIEM , fir3w@lls.",CYB3RS3CURITY," SIEM , fir3w@lls",6912b3bd-0d4c-d0b1-1901-634d10f445e7,"Swift,  PANDAS , CI/CD",0
"This task involves developing a web development app. Skills needed: html, javaScript.",WEB DEVELOPMENT,"html, javaScript",5537809e-b526-adc0-831c-a58886a02c96,"Css,   p3n3tration t3sting , Swift",0
"This task involves testing a web development app. Skills needed: REACT, javaScript,  Css .",W3b D3v3lopm3nt,"REACT, javaScript,  Css ",4de0e639-fd26-6a13-141d-f6498a2c8c30,"sql,  JAVA , scikit-le@rn,  C++ ",0
"THIS T@SK INVOLV3S D3V3LOPING @ D@T@ SCI3NC3 @PP. SKILLS N33D3D: P@ND@S, SCIKIT-L3@RN,  SQL .",D@t@ Science,"pandas, scikit-l3arn,  SQL ",f7c09051-49b5-492c-1fa7-60076a5e44cd," t3rraform, sql, Swift, NumPy, scikit-le@rn",1
"This task involves improving a cybersecurity app. Skills needed: n3tworking, SIEM.",Cyb3rs3curity,"n3tworking, SIEM",a0bc7ee9-fcd4-a4ab-ce87-a90214bc5945,"FIR3WALLS, Unity,  j@v@Script ,  @WS  , J@V@",0
" THIS T@SK INVOLVES TESTING @ G@ME DEVELOPMENT @PP. SKILLS NEEDED: C++,  BLENDER , UNREAL ENGINE. ", Game Development ,"c++,  blender , UNREAL ENGINE",6c363b9f-46cb-22a8-6925-3294563e0171,"dock3r,  t3rraform, KUB3RN3T3S",0
"THIS TASK INVOLVES DEVELOPING A DEVOPS APP. SKILLS NEEDED: DOCKER,  TERR@FORM, AWS , CI/CD.", D3vOps ,"docker,  TERR@FORM, aws , CI/CD",a203f5cc-c8bb-e6e3-3c39-6299e4e756ef,"JAVA, scikit-l3@rn, html, PANDAS, C#",0
"This task involves developing a game development app. Skills needed: c++, C#, bl3nd3r.",Gam3 D3v3lopm3nt,"c++, C#, bl3nd3r",dab075c2-4d3b-5e0b-d2cb-56be8ed1bc2b,"Swift, j@v@Script,  node.Js ",0
"THIS TASK INVOLVES TESTING A DEVOPS APP. SKILLS NEEDED:  CI/CD ,  TERRAFORM, DOCKER.", DevOps ," CI/CD ,  TERRAFORM, docker",239400ef-04db-06c9-15a3-ea037d8b4ba0,"python, JAVA, NUMPY,  c++ ",0
"THIS TASK INVOLVES DEVELOPING A GAME DEVELOPMENT APP. SKILLS NEEDED: UNITY, UNRE@L ENGINE.",G@me Development,"UNITY, Unre@l Engine",14db0b11-cccb-7b40-34a2-db04bff75a12,"kub3rn3t3s, BLENDER, html, JAVASCRIPT, sql",0
"This task involv3s t3sting a data sci3nc3 app. Skills n33d3d: PYTHON, scikit-l3arn.",D@T@ SCIENCE,"PYTHON, scikit-l3arn",5a5b654a-aa5c-7a55-e06b-d954cd1be349," KOTLIN, JAVA,  networking ",0
"THIS TASK INVOLV3S D3V3LOPING A W3B D3V3LOPM3NT APP. SKILLS N33D3D: JAVASCRIPT, NOD3.JS.",WEB DEVELOPMENT,"javaScript, nod3.Js",34fdc377-5f1f-9408-07e0-e07988ff0957," kub3rn3t3s , blender, DOCKER, JAVASCRIPT",0
"THIS TASK INVOLVES DEVELOPING A MOBILE DEVELOPMENT APP. SKILLS NEEDED: JAVA,  KOTLIN.",MOBILE DEVELOPMENT,"JAVA,  kotlin",ddcd8e61-3140-d15d-a3fa-cdee2488107f," kubernetes , javaScript,  KOTLIN, Flutter ,  terraform",0
"THIS TASK INVOLVES TESTING A DATA SCIENCE APP. SKILLS NEEDED: SQL, SCIKIT-LEARN, PANDAS.",DATA SCIENCE,"sql, SCIKIT-LEARN, pandas",f9848f42-9e4c-cb38-c696-9c2fdfa05c1c,"SQL, firewalls, Java",0
"This task involves testing a cybersecurity app. Skills needed:  firew@lls , EncryptioN,   P3N3TRATION T3STING .",Cyb3rs3curity," firew@lls , EncryptioN,   P3N3TRATION T3STING ",3618d121-c5fc-6909-5277-80194b01083a,"nod3.Js, j@v@Script, SIEM, kubernetes, @ws ",0
"THIS T@SK INVOLV3S T3STING @ G@M3 D3V3LOPM3NT @PP. SKILLS N33D3D: UNR3AL ENGIN3, UNITY,  C# , BLENDER.",GAM3 D3V3LOPM3NT,"UNR3AL ENGIN3, Unity,  C# , BLENDER",16b5b856-76ee-e6e3-78a0-17e0f11abc03,"networking,  PENETRATION TESTING, Css, Unity",0
"This task involv3s d3v3loping a mobil3 d3v3lopm3nt app. Skills n33d3d: JAVA,  KOTLIN.", Mobil3 D3v3lopm3nt ,"JAVA,  KOTLIN",558932f2-6aae-ea6d-4c73-e9b2edfebe2b,"  kotlin , SIEM,  penetration testing,  sql ,  r3act nativ3 ",0
"THIS T@SK INVOLV3S T3STING @ CYB3RS3CURITY @PP. SKILLS N33D3D:  ENCRYPTION , SIEM, N3TWORKING, FIR3W@LLS.", Cybersecurity ," EncryptioN , SIEM, n3tworking, fir3walls",68455e96-9eda-0f92-94c8-5fae0a40a2d2,"pandas, SIEM, scikit-l3@rn,  c++ , python",0
"This t@sk involv3s t3sting @ mobil3 d3v3lopm3nt @pp. Skills n33d3d:   kotlin , FLUTTER , RE@CT N@TIVE, J@v@.",Mobile Development,"  kotlin , FLUTTER , RE@CT N@TIVE, J@v@",6014adf0-7e1d-9077-8d40-90787b56c12d,"react,  penetr@tion testing, node.Js, SIEM",0
"THIS T@SK INVOLVES TESTING @ WEB DEVELOPMENT @PP. SKILLS NEEDED: NOD3.JS, CSS.",W3b D3v3lopm3nt,"nod3.Js, Css",f732d34e-0330-faee-69e9-d8d45571114c,"R3ACT NATIV3, KUB3RN3T3S, aws , Java",0
"THIS T@SK INVOLV3S D3V3LOPING @ G@M3 D3V3LOPM3NT @PP. SKILLS N33D3D: C++, UNITY.",G@me Development,"c++, UNITY",6c410a5b-46a0-ac33-3785-38cd5cdda3a9," PYTHON ,  terr@form, @WS , html",0
"THIS TASK INVOLVES DESIGNING A CYBERSECURITY APP. SKILLS NEEDED: NETWORKING,  PENETRATION TESTING.",Cyb3rs3curity,"networking,  penetration testing",9b92e515-dc48-2599-c9cb-c87e7fa5f07f,"SWIFT,  javaScript , react",0
" THIS TASK INVOLVES DEVELOPING A DATA SCIENCE APP. SKILLS NEEDED: SCIKIT-LEARN, SQL. ", D@t@ Science ,"scikit-learn, SQL",1a7076ea-8156-f732-17bb-91fe1e97ae07,"react, SIEM,  sql ",0
"This t@sk involv3s improving @ cyb3rs3curity @pp. Skills n33d3d:  FIREWALLS ,  p3n3tr@tion t3sting.",Cybersecurity," FIREWALLS ,  p3n3tr@tion t3sting",3a17bc42-202e-e759-0947-1067c8a7a6dc," aws  , NETWORKING, PANDAS, C#, html",0
" THIS TASK INVOLV3S D3V3LOPING A D3VOPS APP. SKILLS N33D3D: CI/CD, DOCKER. ",DevOps,"CI/CD, DOCKER",24431003-4e8d-ec52-c8dd-e1c1068fe04a," RE@CT ,  c++ ,  J@v@ , NETWORKING, node.Js",0
"This t@sk involves testing @ cybersecurity @pp. Skills needed: SIEM, NETWORKING.",Cyb3rs3curity,"SIEM, NETWORKING",7525dde4-1b51-02ce-8965-db49fcca5f00,"  t3rraform , CI/CD, C++, Unre@l Engine",0
"This t@sk involves testing @ cybersecurity @pp. Skills needed: FIREWALLS, EncryptioN,   PENETRATION TESTING , SIEM.",CYBERSECURITY,"FIREWALLS, EncryptioN,   PENETRATION TESTING , SIEM",64da7096-6f8f-40b5-d822-84db16433187,"@ws , C#, SCIKIT-LEARN,  html , Unreal Engine",0
"THIS TASK INVOLVES DESIGNING A GAME DEVELOPMENT APP. SKILLS NEEDED: C#, UNRE@L ENGINE, BL3ND3R, UNITY.",Game Development,"C#, UNRE@L ENGINE, bl3nd3r, Unity",b8d71fc3-1612-0073-5c0e-79b40f0d0c85,"PYTHON, Flutter ,  terraform",0
"This task involves developing a mobile development app. Skills needed: J@v@, SWIFT.",Mobil3 D3v3lopm3nt,"J@v@, SWIFT",fa125939-635a-25f9-6e77-a2b383f2891c,"UNITY, j@v@Script, HTML,  CI/CD , kubernetes",0
"THIS TASK INVOLVES DESIGNING A WEB DEVELOPMENT APP. SKILLS NEEDED: HTML,  NODE.JS ,  JAVASCRIPT ,  REACT .", Web Development ,"html,  NODE.JS ,  javaScript ,  react ",d239bb42-e82f-81a8-8fba-5a60911d5547,"Css,  Unr3al Engin3 , Flutter , scikit-l3arn, PANDAS",0
"This task involv3s d3v3loping a data sci3nc3 app. Skills n33d3d: PANDAS, sql.",D@t@ Science,"PANDAS, sql",c1520a3a-da3a-e657-c030-a776578854af," FIREWALLS , CSS, C++,  NODE.JS ,  terraform",0
"THIS TASK INVOLVES DESIGNING A MOBILE DEVELOPMENT APP. SKILLS NEEDED: FLUTTER , REACT NATIVE,  SWIFT ,  KOTLIN.",Mobile Development,"Flutter , REACT NATIVE,  Swift ,  kotlin",bf258244-3a1f-706a-6206-c293d9f895aa,"firew@lls,  SCIKIT-LEARN ,  kotlin, kubernetes,  NUMPY ",0
"This t@sk involv3s improving @ cyb3rs3curity @pp. Skills n33d3d: n3tworking, FIREW@LLS,   PENETRATION TESTING , SIEM.", Cybersecurity ,"n3tworking, FIREW@LLS,   PENETRATION TESTING , SIEM",d3e68618-0d09-4679-df16-419c7fceb781,"Unity, C++, javaScript, docker",0
"This task involv3s d3signing a w3b d3v3lopm3nt app. Skills n33d3d: J@V@SCRIPT, nod3.Js, HTML, CSS.",Web Development,"J@V@SCRIPT, node.Js, HTML, CSS",fdb5fb3f-8ab9-7d30-246c-0b57fba220b2,"C#, blender, SQL,   KOTLIN , r3act",0
"THIS TASK INVOLVES DESIGNING A MOBILE DEVELOPMENT APP. SKILLS NEEDED: SWIFT,  KOTLIN, JAVA, REACT NATIVE.",Mobile Development,"Swift,  KOTLIN, Java, react native",2c6d6d1e-6e41-74f7-4f7d-46261194e54c,"UNITY,  r3@ct , CI/CD, SIEM",0
